['815354'],['104'],['8357'],['null'],['0'],['-3'],['1647055251'],[],[]
['845431'],['45'],['8067'],['17232'],['-21'],['-3'],['1647055204'],[],[1]
['845468'],['45'],['3296'],['16128'],['1'],['1'],['1647055252'],[],[]
['845536'],['45'],"['8060', '8060', '8060']","['16594', '21790', '16600']","['1', '1', '1']","['1', '1', '1']","['1647055204', '1647055242', '1647055252']",[],[]
['845554'],['45'],['8067'],['null'],['-20'],['53'],['1647055252'],[],[1]
['846197'],['46'],"['3015', '3015']","['30854', 'null']","['-2', '-2']","['-1', '-1']","['1647055242', '1647055252']",[],[1]
['846282'],['46'],['3399'],['null'],['1'],['1'],['1647055252'],[],[]
['846857'],['47'],"['8231', '8231']","['16247', '26043']","['6', '6']","['6', '6']","['1647055213', '1647055251']",[],[]
['846858'],['47'],['0'],['null'],['999'],['999'],['1647055252'],[1],[]
['846859'],['47'],['8007'],['null'],['0'],['2'],['1647055252'],[],[]
['847010'],['47'],['0'],['null'],['998'],['998'],['1647055251'],[],[]
['847011'],['47'],['0'],['null'],['998'],['998'],['1647055251'],[],[]
['847012'],['47'],['0'],['null'],['999'],['999'],['1647055252'],[1],[]
['847782'],['48'],"['7388', '7388']","['18451', '10263']","['-2', '-2']","['-3', '-3']","['1647055204', '1647055251']",[],[1]
['847915'],['48'],['7328'],['null'],['-4'],['2'],['1647055251'],[],[1]
['847921'],['48'],['0'],['null'],['998'],['998'],['1647055251'],[],[]
['847922'],['48'],"['7327', '7327']","['4461', '4474']","['-2', '-1']","['-2', '-2']","['1647055214', '1647055251']",[],[1]
['849373'],['5'],['0'],['null'],['998'],['998'],['1647055251'],[],[]
['849403'],['5'],['3150'],['null'],['1'],['1'],['1647055251'],[],[]
['849707'],['50'],['0'],['null'],['999'],['999'],['1647055251'],[1],[]
['849729'],['50'],"['3372', '3372']","['22905', '22']","['3', '3']","['2', '2']","['1647055241', '1647055251']",[],[]
['850054'],['52'],['8421'],['30138'],['1'],['1'],['1647055252'],[],[]
['850055'],['52'],['0'],['null'],['998'],['998'],['1647055252'],[],[]
['850056'],['52'],['3041'],['null'],['-4'],['-1'],['1647055252'],[],[1]
['850095'],['52'],"['3053', '3053']","['21734', '21735']","['5', '4']","['5', '5']","['1647055242', '1647055252']",[],[]
['850096'],['52'],"['8429', '8429']","['21765', '21766']","['-2', '-2']","['999', '999']","['1647055204', '1647055252']",[],[1]
['850097'],['52'],['3059'],['null'],['-8'],['-8'],['1647055252'],[],[1]
['850098'],['52'],['8421'],['null'],['0'],['3'],['1647055204'],[],[]
['851565'],['54'],"['7397', '7397', '7397', '7397']","['9380', '16316', '30803', '17647']","['1', '1', '2', '1']","['1', '1', '1', '1']","['1647055204', '1647055214', '1647055242', '1647055251']",[],[]
['851649'],['54'],"['8530', '8530']","['20529', '20530']","['1', '1']","['1', '1']","['1647055204', '1647055251']",[],[]
['852271'],['55'],"['7429', '7429', '7429']","['16642', '807', '31020']","['-1', '0', '-1']","['0', '0', '0']","['1647055204', '1647055241', '1647055251']",[],[1]
['852273'],['55'],['7438'],['27477'],['3'],['3'],['1647055251'],[],[]
['852312'],['55'],"['7433', '7433', '7433']","['27489', '16786', '27490']","['4', '5', '4']","['5', '5', '5']","['1647055204', '1647055231', '1647055251']",[],[]
['852314'],['55'],['0'],['null'],['998'],['998'],['1647055251'],[],[]
['852315'],['55'],['0'],['null'],['998'],['998'],['1647055251'],[],[]
['852736'],['56'],['8249'],['null'],['1'],['1'],['1647055251'],[],[]
['852742'],['56'],"['3299', '3299']","['17987', '17978']","['-4', '-4']","['-4', '-4']","['1647055204', '1647055251']",[],[1]
['852830'],['56'],['3240'],['17610'],['2'],['3'],['1647055251'],[],[]
['853270'],['57'],"['8234', '8234', '8234']","['18057', '18058', '18059']","['17', '17', '18']","['16', '17', '17']","['1647055204', '1647055231', '1647055251']",[],[]
['853369'],['57'],['8337'],['null'],['0'],['-3'],['1647055252'],[],[]
['853370'],['57'],['0'],['null'],['998'],['998'],['1647055252'],[],[]
['853407'],['57'],"['8015', '8015', '8015']","['24966', '17655', '861']","['-1', '0', '0']","['1', '0', '0']","['1647055204', '1647055232', '1647055252']",[],[1]
['853883'],['58'],"['8169', '8169']","['23111', '23113']","['-3', '-2']","['-3', '-2']","['1647055203', '1647055251']",[],[1]
['854010'],['58'],['0'],['null'],['998'],['998'],['1647055251'],[],[]
['854011'],['58'],['0'],['null'],['999'],['999'],['1647055251'],[1],[]
['854558'],['59'],"['830', '830']","['892', 'null']","['0', '0']","['0', '0']","['1647055241', '1647055251']",[],[]
['855933'],['60'],"['7391', '7391']","['4327', '20600']","['3', '3']","['3', '3']","['1647055204', '1647055251']",[],[]
['855986'],['60'],"['7314', '7314', '7314']","['30839', '31499', '31500']","['6', '5', '5']","['-7', '-7', '-7']","['1647055204', '1647055242', '1647055251']",[],[]
['855987'],['60'],"['7320', '7320']","['15020', '20603']","['-3', '-3']","['-2', '-2']","['1647055204', '1647055251']",[],[1]
['856825'],['61'],"['3233', '3233', '3233']","['18402', '18405', '31793']","['11', '11', '11']","['11', '11', '11']","['1647055214', '1647055241', '1647055251']",[],[]
['856874'],['61'],['3246'],['null'],['0'],['8'],['1647055251'],[],[]
['856876'],['61'],['8552'],['16846'],['8'],['8'],['1647055251'],[],[]
['857267'],['64'],['8446'],['30369'],['1'],['1'],['1647055252'],[],[]
['857313'],['64'],['0'],['null'],['998'],['998'],['1647055252'],[],[]
['857673'],['65'],['0'],['null'],['998'],['998'],['1647055252'],[],[]
['857794'],['65'],['8433'],['15663'],['1'],['1'],['1647055252'],[],[]
['857795'],['65'],"['8144', '8144', '8144']","['20576', '20580', '20581']","['3', '3', '3']","['4', '4', '4']","['1647055204', '1647055214', '1647055252']",[],[]
['857796'],['65'],['8420'],['null'],['3'],['3'],['1647055252'],[],[]
['858415'],['66'],['0'],['null'],['998'],['998'],['1647055251'],[],[]
['858423'],['66'],['0'],['null'],['998'],['998'],['1647055251'],[],[]
['858426'],['66'],['835'],['null'],['0'],['-1'],['1647055203'],[],[]
['858551'],['66'],['835'],['21941'],['1'],['1'],['1647055251'],[],[]
['858552'],['66'],['804'],['21843'],['1'],['1'],['1647055251'],[],[]
['859321'],['67'],"['3182', '3182']","['27949', '20395']","['1', '1']","['1', '1']","['1647055203', '1647055251']",[],[]
['859423'],['67'],"['3288', '3288', '3288', '3288']","['22971', '27957', '27955', '22972']","['0', '0', '0', '0']","['0', '0', '0', '0']","['1647055203', '1647055213', '1647055231', '1647055251']",[],[]
['859424'],['67'],['3184'],['null'],['-5'],['-5'],['1647055251'],[],[1]
['859726'],['68'],['8467'],['null'],['-4'],['-4'],['1647055252'],[],[1]
['859729'],['68'],['0'],['null'],['998'],['998'],['1647055252'],[],[]
['859730'],['68'],['8448'],['30362'],['0'],['2'],['1647055252'],[],[]
['859731'],['68'],['3304'],['31308'],['3'],['0'],['1647055252'],[],[]
['859732'],['68'],"['8050', '8050']","['null', '31308']","['0', '0']","['0', '0']","['1647055204', '1647055252']",[],[]
['859797'],['68'],"['8443', '8443', '8443']","['32430', '24608', '24610']","['-2', '-2', '-2']","['-1', '-1', '-2']","['1647055204', '1647055242', '1647055252']",[],[1]
['860000'],['7'],['0'],['null'],['998'],['998'],['1647055252'],[],[]
['860027'],['7'],['8037'],['25170'],['0'],['1'],['1647055252'],[],[]
['860330'],['70'],['3173'],['null'],['1'],['1'],['1647055251'],[],[]
['860402'],['70'],"['3172', '3172', '3172']","['22729', '22730', '22731']","['0', '0', '-1']","['0', '0', '0']","['1647055231', '1647055241', '1647055251']",[],[1]
['860482'],['70'],"['3174', '3174']","['22532', '523']","['0', '0']","['1', '1']","['1647055203', '1647055251']",[],[]
['860493'],['70'],"['3192', '3192', '3192', '3192', '3192']","['22818', '22820', '26505', '22823', '22824']","['3', '3', '4', '4', '3']","['3', '4', '4', '4', '4']","['1647055203', '1647055213', '1647055231', '1647055241', '1647055251']",[],[]
['860877'],['73'],"['3127', '3127', '3127']","['15785', '15788', '30388']","['5', '5', '6']","['2', '2', '2']","['1647055203', '1647055213', '1647055251']",[],[]
['860931'],['73'],['3354'],['null'],['0'],['0'],['1647055251'],[],[]
['861388'],['75'],['831'],['null'],['0'],['4'],['1647055251'],[],[]
['862519'],['84'],"['8656', '8656']","['22548', '22551']","['6', '6']","['6', '6']","['1647055213', '1647055251']",[],[]
['862550'],['84'],"['3176', '3176', '3176']","['22713', '22714', '22715']","['3', '3', '3']","['3', '3', '3']","['1647055203', '1647055213', '1647055251']",[],[]
['862809'],['88'],"['3137', '3137', '3137', '3137', '3137']","['27757', '31355', '27756', '27754', '1113']","['-1', '-1', '0', '0', '-1']","['-1', '0', '0', '0', '0']","['1647055203', '1647055213', '1647055231', '1647055241', '1647055251']",[],[1]
['863039'],['89'],"['8620', '8620']","['28500', '17789']","['1', '0']","['1', '1']","['1647055231', '1647055251']",[],[]
['863069'],['89'],"['3252', '3252', '3252']","['17896', '17897', '17898']","['2', '2', '1']","['2', '2', '2']","['1647055214', '1647055241', '1647055251']",[],[]
['863283'],['9'],['0'],['null'],['998'],['998'],['1647055251'],[],[]
['863330'],['9'],['3424'],['2'],['16'],['16'],['1647055251'],[],[]
['863331'],['9'],['8326'],['130'],['2'],['2'],['1647055251'],[],[]
['863843'],['BLVDDIR'],['8688'],['30293'],['0'],['0'],['1647055251'],[],[]
['863877'],['BLVDDIR'],['8669'],['22905'],['2'],['2'],['1647055251'],[],[]
['863881'],['BLVDDIR'],['8685'],['22762'],['1'],['1'],['1647055251'],[],[]
['864618'],['G'],['0'],['null'],['998'],['998'],['1647055252'],[],[]
['864620'],['G'],['3101'],['24407'],['23'],['23'],['1647055252'],[],[]
['864621'],['G'],"['3113', '3113']","['24431', '24432']","['2', '2']","['2', '2']","['1647055214', '1647055252']",[],[]
['864711'],['G'],['0'],['null'],['999'],['999'],['1647055252'],[1],[]
['864712'],['G'],"['8435', '8435']","['24517', '197']","['2', '3']","['2', '3']","['1647055204', '1647055252']",[],[]
['865244'],['H'],['8239'],['16930'],['11'],['11'],['1647055251'],[],[]
['865350'],['H'],['0'],['null'],['998'],['998'],['1647055251'],[],[]
['865651'],['J'],['0'],['null'],['998'],['998'],['1647055251'],[],[]
['865693'],['J'],"['3125', '3125', '3125']","['24422', '24423', '24425']","['1', '1', '1']","['1', '1', '1']","['1647055203', '1647055231', '1647055251']",[],[]
['865903'],['K'],"['3281', '3281', '3281']","['222', '24708', '16923']","['1', '1', '1']","['1', '1', '1']","['1647055213', '1647055231', '1647055251']",[],[]
['865904'],['K'],['3523'],['null'],['4'],['4'],['1647055204'],[],[]
['866032'],['K'],['3523'],['225'],['1'],['1'],['1647055251'],[],[]
['866033'],['K'],['3157'],['24804'],['4'],['4'],['1647055251'],[],[]
['866034'],['K'],['3521'],['220'],['-1'],['-1'],['1647055251'],[],[1]
['866413'],['L'],"['3253', '3253', '3253']","['15501', '15502', '15507']","['0', '0', '0']","['0', '0', '0']","['1647055204', '1647055214', '1647055251']",[],[]
['866535'],['L'],['8261'],['17528'],['4'],['4'],['1647055251'],[],[]
['866537'],['L'],['3314'],['246'],['-14'],['-14'],['1647055251'],[],[1]
['867244'],['R'],"['3350', '3350']","['23599', '23']","['3', '3']","['3', '3']","['1647055213', '1647055251']",[],[]
['867245'],['R'],['3142'],['18321'],['6'],['6'],['1647055251'],[],[]
['867353'],['R'],"['3509', '3509']","['30916', '31617']","['2', '2']","['2', '2']","['1647055241', '1647055251']",[],[]
['867354'],['R'],"['3293', '3293']","['25828', '23771']","['-4', '-4']","['-4', '-4']","['1647055204', '1647055251']",[],[1]
['867959'],['XH'],"['8273', '8273', '8273']","['18165', '18166', '18167']","['0', '0', '0']","['0', '0', '0']","['1647055204', '1647055241', '1647055251']",[],[]
['867995'],['XH'],"['3235', '3235', '3235', '3235']","['18228', '18229', '18230', '18231']","['-2', '-1', '-1', '-1']","['-2', '-1', '-1', '-1']","['1647055204', '1647055213', '1647055241', '1647055251']",[],[1]
['867996'],['XH'],['0'],['null'],['999'],['999'],['1647055251'],[1],[]
['869949'],['49'],"['8321', '8321', '8321']","['3196', '747', '25202']","['4', '4', '5']","['5', '5', '5']","['1647055204', '1647055214', '1647055251']",[],[]
['870036'],['49'],['8320'],['32506'],['1'],['0'],['1647055251'],[],[]
['870037'],['49'],['0'],['null'],['998'],['998'],['1647055251'],[],[]
['870844'],['10'],['9103'],['null'],['4'],['4'],['1647055252'],[],[]
['870862'],['10'],['9108'],['20610'],['2'],['2'],['1647055252'],[],[]
['870920'],['10'],['9075'],['null'],['-3'],['-3'],['1647055252'],[],[1]
['871011'],['10'],['9086'],['290'],['0'],['0'],['1647055252'],[],[1]
['872489'],['15'],"['8087', '8087']","['17782', '17783']","['-2', '-1']","['-1', '-2']","['1647055232', '1647055252']",[],[1]
['872490'],['15'],"['8083', '8083', '8083']","['343', '21005', '21006']","['0', '1', '1']","['0', '1', '1']","['1647055204', '1647055242', '1647055252']",[],[]
['872491'],['15'],"['8081', '8081']","['21037', '21038']","['0', '0']","['-5', '-6']","['1647055204', '1647055252']",[],[]
['872492'],['15'],['8079'],['null'],['0'],['8'],['1647055252'],[],[]
['872608'],['15'],['8080'],['21062'],['4'],['4'],['1647055252'],[],[]
['872609'],['15'],"['8128', '8128']","['15041', '15042']","['8', '8']","['8', '8']","['1647055214', '1647055252']",[],[]
['872612'],['15'],"['8072', '8072']","['24039', '31347']","['-4', '-3']","['-4', '-4']","['1647055204', '1647055252']",[],[1]
['886664'],['33'],"['7319', '7319']","['1206', '2770']","['0', '0']","['1', '0']","['1647055204', '1647055251']",[],[]
['886778'],['33'],"['7308', '7308', '7308']","['3170', '30808', '13905']","['5', '5', '5']","['5', '5', '5']","['1647055204', '1647055231', '1647055251']",[],[]
['886786'],['33'],"['7379', '7379', '7379']","['2761', '2756', '2769']","['-1', '0', '0']","['-1', '0', '0']","['1647055204', '1647055241', '1647055251']",[],[1]
['886787'],['33'],"['7374', '7374', '7374']","['593', '30631', '31041']","['0', '1', '0']","['0', '1', '1']","['1647055204', '1647055231', '1647055251']",[],[]
['888290'],['24'],"['3369', '3369']","['22808', '17700']","['-1', '-1']","['0', '-1']","['1647055203', '1647055251']",[],[1]
['888371'],['24'],['3188'],['23456'],['-1'],['-1'],['1647055251'],[],[1]
['890416'],['6'],['0'],['null'],['998'],['998'],['1647055251'],[],[]
['890487'],['6'],['0'],['null'],['998'],['998'],['1647055251'],[],[]
['890537'],['6'],['8528'],['null'],['0'],['1'],['1647055251'],[],[]
['892655'],['53'],"['8548', '8548', '8548']","['16397', '16398', '16399']","['3', '2', '3']","['3', '2', '2']","['1647055204', '1647055231', '1647055251']",[],[]
['892700'],['53'],"['8644', '8644']","['21260', '17419']","['1', '1']","['1', '1']","['1647055241', '1647055251']",[],[]
['893767'],['124'],['3202'],['26820'],['3'],['3'],['1647055251'],[],[]
['893781'],['124'],['0'],['null'],['999'],['999'],['1647055251'],[1],[]
['898630'],['13'],"['9007', '9007']","['20787', '20788']","['1', '1']","['1', '1']","['1647055242', '1647055252']",[],[]
['899924'],['34'],"['9040', '9040']","['null', '20886']","['4', '4']","['4', '4']","['1647055242', '1647055252']",[],[]
['900872'],['36'],"['9030', '9030']","['20954', '20955']","['2', '2']","['3', '2']","['1647055242', '1647055252']",[],[]
['900924'],['36'],['9027'],['null'],['-2'],['-2'],['1647055252'],[],[1]
['903563'],['79'],"['8008', '8008', '8008']","['24277', '17385', '24279']","['2', '3', '3']","['3', '3', '3']","['1647055204', '1647055242', '1647055252']",[],[]
['904874'],['11'],['8132'],['21248'],['0'],['0'],['1647055204'],[],[]
['904875'],['11'],"['8044', '8044']","['20708', '20709']","['-2', '-3']","['-2', '-3']","['1647055204', '1647055252']",[],[1]
['904978'],['11'],"['8012', '8012']","['20754', '20756']","['-7', '-7']","['-7', '-7']","['1647055204', '1647055252']",[],[1]
['904979'],['11'],['8132'],['null'],['-11'],['-11'],['1647055252'],[],[1]
['905877'],['101'],"['1040', '1040']","['1938', '18598']","['1', '0']","['1', '1']","['1647055204', '1647055251']",[],[]
['905994'],['102'],['126'],['null'],['0'],['-14'],['1647055251'],[],[]
['906055'],['102'],['108'],['30376'],['1'],['1'],['1647055251'],[],[]
